uri	Titre	Verbalisation française	Source	Description	Est tête d'arborescence	Terme Générique	Cette ressource dans ISTEX	Nom du jeu de données	Modèle conceptuel	Description du jeu de données	Créateur	Editeur	date de création	Licence	Source de la licence
ark:/67375/NHZ-MJZC7JCD-F	Toxicology	Toxicologie	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Toxicology covers resources that focus on the identification, biochemistry, and effects of harmful substances, including the side effects of drugs, in animals, humans, and the environment.		Science Citation Index Expanded	"categories.wos.raw:(""toxicology"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-6L4G3BQB-4	Statistics & Probability	Statistiques & Probabilités	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Statistics & Probability covers resources concerned with methods of obtaining, analyzing, summarizing, and interpreting numerical or quantitative data. Resources on the study of the mathematical structures and constructions used to analyze the probability of a given set of events from a family of outcomes are also covered. 		Science Citation Index Expanded	"categories.wos.raw:(""statistics & probability"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-S70SDSLQ-7	Polymer Science	Science des polymères	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Polymer Science includes all resources dealing with the study, production, and technology of natural or synthetic polymers. Resources on polymeric materials are also covered in this category.  		Science Citation Index Expanded	"categories.wos.raw:(""polymer science"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-R9T575SL-0	Mycology	Mycologie	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Mycology includes resources on topics that range from the general biology of fungi to fungal diseases of humans, animals and plants. 		Science Citation Index Expanded	"categories.wos.raw:(""mycology"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-KR5VRT86-S	Anthropology	Anthropologie	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Anthropology covers resources relating to the scientific study of human beings, especially their origin, distribution, behavior, as well as their physical, social and cultural characteristics and development. This category, by definition, borrows from related resources in history, archaeology, and several other social sciences. 		Social Science Citation Index	"categories.wos.raw:(""anthropology"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-SDB6Q06Q-H	Education, Scientific Disciplines	Education, Disciplines scientifiques	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Education, Scientific Disciplines covers all education resources in the scientific disciplines, including biology, pharmacy, biochemistry, engineering, chemistry, nutrition, and medicine. 		Science Citation Index Expanded	"categories.wos.raw:(""education, scientific disciplines"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-2KT9ZKQQ-7	Acoustics	Acoustique	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Acoustics covers resources on the study of the generation, control, transmission, reception, and effects of sounds. Relevant subjects include linear and nonlinear acoustics; atmospheric sound; underwater sound; the effects of mechanical vibrations; architectural acoustics; audio engineering; audiology; and ultrasound applications. 		Science Citation Index Expanded	"categories.wos.raw:(""acoustics"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-1VTG28VK-C	Audiology & Speech-Language Pathology	Audiologie & Orthophonie	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Audiology & Speech-Language Pathology covers resources on the basic science and clinical research aspects of speech, language, communication and hearing disorders. This category will also cover all areas of audiology as well as clinical management (diagnosis, prevention and treatment) of the above disorders.		Science Citation Index Expanded	"categories.wos.raw:(""audiology & speech-language pathology"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-XL9XGXDS-S	Law	Droit	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Law covers resources from both general and specialized areas of national and international law, including comparative law, criminology, business law, banking, corporate and tax law, constitutional law, civil rights, copyright and intellectual property law, environmental law, family law, medicine and the law as well as psychology and the law. 		Social Science Citation Index	"categories.wos.raw:(""law"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-S8PW0HLJ-V	Veterinary Sciences	Sciences vétérinaires	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Veterinary Sciences covers resources concerning both the research and clinical aspects of animal health, diseases, injuries, nutrition, reproduction, and public health. This category includes materials on companion, farm, zoo, laboratory, wild, and aquatic animals. 		Science Citation Index Expanded	"categories.wos.raw:(""veterinary sciences"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-01SB423V-4	Water Resources	Ressources hydriques	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Water Resources covers resources concerning a number of water-related topics. These include desalination, ground water monitoring and remediation, hydrology, irrigation and drainage science and technology, water quality, hydraulic engineering, ocean and coastal management, river research and management, waterways and ports. 		Science Citation Index Expanded	"categories.wos.raw:(""water resources"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-C9SC0HMF-W	Mathematical & Computational Biology	Biologie informatique et mathématique	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Mathematical and Computational Biology includes resources concerning the use of mathematical, statistical and computational methods to address data analysis, modeling, and information management in biological problems, processes and systems. Among the areas covered are biostatistics, bioinformatics, biometrics, modeling of biological systems, and computational biology. 		Science Citation Index Expanded	"categories.wos.raw:(""mathematical & computational biology"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-M8LJV2MP-7	Rehabilitation	Rééducation	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Rehabilitation covers resources on therapy to aid in the recovery or enhancement of physical, cognitive, or social abilities diminished by birth defect, disease, injury, or aging. 		Science Citation Index Expanded	"categories.wos.raw:(""rehabilitation"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-8C5TQ9VV-G	Biology	Biologie	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	The Biology category includes resources having a broad or interdisciplinary approach to biology. In addition, it includes materials that cover a specific area of biology not covered in other categories such as theoretical biology, mathematical biology, thermal biology, cryobiology, and biological rhythm research. 		Science Citation Index Expanded	"categories.wos.raw:(""biology"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-83KVGG3C-Z	Cultural Studies	Etudes culturelles	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Cultural studies covers resources concerned with the interdisciplinary, theoretical-critical study of modern cultural phenomena, practices and products in their sociopolitical, historical and geographical contexts.		Social Science Citation Index	"categories.wos.raw:(""cultural studies"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-PPJP2VRX-Z	Integrative & Complementary Medicine	Médecine complémentaire & intégrée	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Integrative & Complementary Medicine covers resources on the practical use of allopathic, alternative and/or complementary medicine and therapies in preventing and treating disease, healing illness, and promoting health. The category is concerned with resources on alternative systems of practice that provide for an overall rational and comprehensive approach to healthcare. Topics such as bioelectromagnetics applications; herbal medicine; diet, nutrition and lifestyle changes; manual healing methods; mind/body interventions; and pharmacological and biological treatment as well as any other unconventional health care practices are included in this category. 		Science Citation Index Expanded	"categories.wos.raw:(""integrative & complementary medicine"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-L1NBNSSW-9	Mathematics, Interdisciplinary Applications	Mathématiques, Applications interdisciplinaires	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Mathematics, Interdisciplinary Applications includes resources concerned with mathematical methods whose primary focus is on a specific non-mathematics discipline (except biology) such as psychology, history, economics, etc. Resources that deal with mathematical biology are covered in the MATHEMATICAL AND COMPUTATIONAL BIOLOGY category. Resources that focus on specific mathematical topics such as differential equations, numerical analysis, nonlinearity, etc., are covered in the MATHEMATICS, APPLIED category. 		Science Citation Index Expanded	"categories.wos.raw:(""mathematics, interdisciplinary applications"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-NRZRJL3G-R	Automation & Control Systems	Automatisation & Systèmes de commande	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Automation & Control Systems covers resources on the design and development of processes and systems that minimize the necessity of human intervention. Source:  http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/ Resources in this category cover control theory, control engineering, and laboratory and manufacturing automation. 		Science Citation Index Expanded	"categories.wos.raw:(""automation & control systems"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-T41ZK9M4-Z	Cultural studies	Etudes culturelles	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Cultural studies covers resources concerned with the interdisciplinary, theoretical-critical study of modern cultural phenomena, practices and products in their sociopolitical, historical and geographical contexts. 		Arts and Humanities Citation Index	"categories.wos.raw:(""cultural studies"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-X6XS3QBF-Q	Pediatrics	Pédiatrie	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Pediatrics covers resources on basic and clinical research in pediatrics. Numerous pediatric specialties are covered including, cardiology and respiratory systems, dentistry, dermatology, developmental behavior, gastroenterology, hematology, immunology and infectious diseases, neurology, nutrition, oncology, psychiatry, surgery, tropical medicine, urology, and nephrology. Coverage also includes perinatology, neonatology, and adolescent medicine. 		Science Citation Index Expanded	"categories.wos.raw:(""pediatrics"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-G36SW8ZN-K	Energy & Fuels	Energie & Combustibles	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Energy & Fuels covers resources on the development, production, use, application, conversion, and management of nonrenewable (combustible) fuels (such as wood, coal, petroleum, and gas) and renewable energy sources (solar, wind, biomass, geothermal, hydroelectric). Note: Resources dealing with nuclear energy and nuclear technology appear in the NUCLEAR SCIENCE & TECHNOLOGY category. 		Science Citation Index Expanded	"categories.wos.raw:(""energy & fuels"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-W300D4V0-4	Classics	Classiques	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Classics is concerned with resources on the literature of the classical era of the Greek and Roman civilizations.		Arts and Humanities Citation Index	"categories.wos.raw:(""classics"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-ZL081TWV-B	Critical Care Medicine	Médecine des soins intensifs	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Critical Care Medicine covers resources on healthcare specialties that focus on the care of patients with acute, life-threatening illness or injury. This category covers resources such as heart attack; poisoning; burns, pneumonia; surgical complications; premature birth; trauma including head trauma; stroke, and other neural injuries; intensive care anesthesia; and resuscitation. 		Science Citation Index Expanded	"categories.wos.raw:(""critical care medicine"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-785P96B7-D	Family Studies	Etudes familiales	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Family Studies includes resources on such issues and areas as family therapy, family law, marriage, divorce, family planning, and family history. Cross-disciplinary in nature, many resources in this category also appear in other categories.		Social Science Citation Index	"categories.wos.raw:(""family studies"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-PZMKHVP0-T	Neurosciences	Neurosciences	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Neurosciences covers resources on all areas of basic research on the brain, neural physiology, and function in health and disease. The areas of focus include neurotransmitters, neuropeptides, neurochemistry, neural development, and neural behavior. Coverage also includes resources in neuro-endocrine and neuro-immune systems, somatosensory system, motor system and sensory motor integration, autonomic system as well as diseases of the nervous system. 		Science Citation Index Expanded	"categories.wos.raw:(""neurosciences"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-BR3TLQTX-7	Biotechnology & Applied Microbiology	Biotechnologie & Microbiologie appliquée	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Biotechnology & Applied Microbiology includes resources that cover a broad range of topics on the manipulation of living organisms to make products or solve problems to meet human needs. Topics include genetic engineering; molecular diagnostic and therapeutic techniques; genome data mining; bioprocessing of food and drugs; biological control of pests; environmental bioremediation; and bio-energy production. This category also covers resources that deal with the related social, business, and regulatory issues. 		Science Citation Index Expanded	"categories.wos.raw:(""biotechnology & applied microbiology"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-5ZF6K4M6-7	Crystallography	Cristallographie	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Crystallography covers resources that report on the study of the formation, structure, and properties of crystals. This category also includes resources on X-ray crystallography, the study of the internal structure of crystals through the use of X-ray diffraction.		Science Citation Index Expanded	"categories.wos.raw:(""crystallography"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-Q7R722GF-V	Transportation	Transports	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Transportation covers resources concerned with transportation policy, economics, management, transportation development, and transportation studies. Resources concerned with the civil engineering aspects of transportation appear in the TRANSPORTATION SCIENCE & TECHNOLOGY category of the Science Citation Index.		Social Science Citation Index	"categories.wos.raw:(""transportation"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-SZDDDQ4L-3	Materials Science, Composites	Science des matériaux, Composites	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Materials Science, Composites covers resources that focus on mixtures or mechanical combinations of two or more materials that are solid in the finished state, are mutually insoluble, and differ in chemical nature. The major types of composites are 1) laminates of paper, fabric, or wood and a thermosetting material; 2) reinforced plastics; 3) cermets (ceramic and metal powders); 4) fabrics of natural and synthetic fibers; and 5) filled composites, in which a bonding material is loaded with filler in the form of flakes or small particles. 		Science Citation Index Expanded	"categories.wos.raw:(""materials science, composites"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
