uri	Titre	Verbalisation française	Source	Description	Est tête d'arborescence	Terme Générique	Cette ressource dans ISTEX	Nom du jeu de données	Modèle conceptuel	Description du jeu de données	Créateur	Editeur	date de création	Licence	Source de la licence
ark:/67375/NHZ-P5RN2X0T-M	Medicine, Research & Experimental	Médecine, Expérimentale & recherche médicale	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Medicine, Research & Experimental includes resources describing general medical research with a particular emphasis on extremely novel techniques and clinical interventions in a broad range of medical specializations and applications, including vaccine development, tissue replacement, immunotherapies, and other experimental therapeutic strategies. Resources in this category reflect clinical interventions that are in early stages of development, using in vitro or animal models, and small-scale clinical trials. 		Science Citation Index Expanded	"categories.wos.raw:(""medicine, research & experimental"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-ZQPC7NL6-N	Social Science Citation Index				Catégorie Web of Science		"categories.wos.raw:(""social science citation index"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-G4W34C4B-S	Medicine, Legal	Médecine, Légale	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Medicine, Legal covers resources on all aspects of medical legal issues, including government regulations and policies, malpractice, toxicological and pharmacological regulations, clinical therapeutic patents and other critical legal issues at the interface of law, medicine, and healthcare. The category also covers resources dealing with the various branches of forensic science.		Science Citation Index Expanded	"categories.wos.raw:(""medicine, legal"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-72FGKZ7K-K	Literature, British Isles	Littérature, Iles britanniques	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Literature, British Isles covers resources on the literature of England, Ireland, Scotland, and Wales. Some resources may focus on particular periods or individual writers. Most resources emphasize works written in English, but Celtic material is also included. 		Arts and Humanities Citation Index	"categories.wos.raw:(""literature, british isles"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-4L9ZGTX8-2	Cell & Tissue Engineering	Génie cellulaire et tissulaire	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Cell & Tissue Engineering covers resources that apply technology to the chemical, mechanical, and electrical alteration or preparation of cells and tissues. Cell regions that can be redesigned and manipulated include: the membrane, receptors, cytoplasm, cytoskeleton, genes, and matrix. Resources in this category span a range of technologies including: engineering regeneration of nerve, adipose or endothelial tissue; developing various types of engineered stem cells; and biomechanical aspects of engineered tissue/cells. This category does not include resources on clinical interventions.		Science Citation Index Expanded	"categories.wos.raw:(""cell & tissue engineering"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-4FQQ59TT-K	Nursing	Soins infirmiers	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Nursing covers resources on all aspects of nursing science and practice such as administration, economics, management, education, technological applications and all clinical care specialties. 		Science Citation Index Expanded	"categories.wos.raw:(""nursing"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-8FT601B9-J	Meteorology & Atmospheric Sciences	Météorologie & Sciences du climat	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Meteorology & Atmospheric Sciences covers those resources that deal with the atmosphere and its phenomena, especially weather and weather forecasting. Resources in this category are concerned with the atmosphere's temperature, density, winds, clouds, precipitation and other characteristics, as well as the structure and evolution of the atmosphere in terms of external influences and the basic laws of physics. This category also includes resources dealing with climatology. 		Science Citation Index Expanded	"categories.wos.raw:(""meteorology & atmospheric sciences"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-F6XVMQ3M-N	History & Philosophy Of Science	Histoire & Philosophie de la science	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	History &amp; Philosophy of Science covers resources on the history of scientific disciplines, including medicine and technology, as well as philosophical and social studies of science. 		Arts and Humanities Citation Index	"categories.wos.raw:(""history & philosophy of science"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-22HKH6QM-Z	Literature, Slavic	Littérature, Slave	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Literature, Slavic covers resources on the literature of the Slavic nations: Byelorussia, Bulgaria, the Czech Republic, Poland, Russia, Serbia, Slovakia, Slovenia, and the Ukraine among others. Some resources include articles on several Slavic national literatures, others emphasize one exclusively. 		Arts and Humanities Citation Index	"categories.wos.raw:(""literature, slavic"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-DQVPDWW2-6	Literature, American	Littérature, Américaine	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Literature, American includes resources on the literature from America, from colonial to contemporary eras. Some resources deal with the full literary spectrum; others are devoted to specific writers or literary movements, eras, or regions of the country. 		Arts and Humanities Citation Index	"categories.wos.raw:(""literature, american"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-HDXBXWFN-M	Folklore	Folklore	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Folklore covers resources on the traditions of various nationalities and ethnic groups, folk costume, story-telling, food, wedding and burial customs, children's games, etc. Folk music resources are included both here and in the MUSIC category. 		Arts and Humanities Citation Index	"categories.wos.raw:(""folklore"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
ark:/67375/NHZ-R8HTTBS5-6	Geriatrics & Gerontology	Gériatrie & Gérontologie	http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/	Geriatrics & Gerontology covers resources on the aged and the aging process. This category includes the clinical, biochemical, histological, and psychological aspects of aging. Coverage also includes specific clinical problems in the treatment of elderly patients, as well as research on the cellular and animal correlates of age and senescence. Resources that focus on the psychological, social, and political aspects of aging are covered in the SSCI. 		Science Citation Index Expanded	"categories.wos.raw:(""geriatrics & gerontology"")"	Jeu de données catégories Web Of Science 	https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720	Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.	ISTEX	LODEX team	2015-05-12	 Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence Etalab	http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf
