uri	Nom Etablissement	Type d'Etablissement	Site internet	Alignement data.bnf	Adresse	Rue 	Ville	Pays	Code Postal	Titre du jeu de données	Description	Modèle conceptuel	Créateur	Editeur	Licence	idp-esr-renater	Source de la licence	Date de création	Date de modification
uid:/ABES8TN9PBDY5	ENSSIB Ecole nationale supérieure des sciences de l'information et des bibliothèques	Enseignement Supérieur et Recherche	http://www.enssib.fr	http://data.bnf.fr/ark:/12148/cb12396867r		17/21 boulevard du 11 novembre 1918 -  - 	VILLEURBANNE - 	France	69100	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESBPT7OWKNM	Institut Catholique de Paris	Enseignement Supérieur et Recherche	http://www.icp.fr	http://data.bnf.fr/ark:/12148/cb11869928z		21 rue d'Assas 75006 Paris -  - 	PARIS - 	France	75006	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES9KZFUFG6P	ENSMA	Ecoles d'ingénieurs	http://www.ensma.fr	http://data.bnf.fr/ark:/12148/cb11994315j		1 Avenue Clément Ader, -  - 	CHASSENEUIL DU POITOU - 	France	86360	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES3TC2IX2IW	ENSICAEN	Ecoles d'ingénieurs	http://www.ensicaen.fr/	http://data.bnf.fr/ark:/12148/cb16153678h		6 boulevard du Maréchal Juin -  - 	CAEN - 	France	14050	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESDNL7SI5WR	GROUPE ESA (Ecole supérieure d'agriculture)	Enseignement Supérieur et Recherche	http://www.groupe-esa.com	http://data.bnf.fr/ark:/12148/cb12177697m		55, Rue Rabelais -  - BP 30748	ANGERS - Cedex 1	France	49007	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES5RHG349IR	ENSEA	Ecoles d'ingénieurs	http://www.ensea.fr	http://data.bnf.fr/ark:/12148/cb12537595h		6 avenue du Ponceau CS 20707 -  - 	CERGY PONTOISE - 	France	95014	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESKWT1LH7LH	ENSAL école nationale supérieure d'architecture de Lyon	Enseignement Supérieur et Recherche	www.lyon.archi.fr			3 rue Maurice Audin -  - BP 170	VAULX-EN-VELIN - 	France	69512	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES3CC1VO3LL	ENSAIT  Ecole Nationale Supérieure des Arts et Industries Textiles	Ecoles d'ingénieurs	http://www.ensait.fr	http://data.bnf.fr/ark:/12148/cb12113893k		2 allée Louise et Victor Champier -  - BP 30329	ROUBAIX CEDEX 01 - 	France	59056	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESEII7WSID4	Institut National du Sport, de l'Expertise et de la Performance	Grands établissements publics	http://www.insep.fr	http://data.bnf.fr/ark:/12148/cb118645666		11 avenue du Tremblay -  - 	PARIS - 	France	75012	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES90MCFSGGC	ENIM	Ecoles d'ingénieurs	www.enim.fr	http://data.bnf.fr/ark:/12148/cb12509335z		1 route d'ars Laquenexy -  - 	METZ - Cedex 3	France	57078	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES7DDKIQF4P	ENA	Etablissement public de formation	http://www.ena.fr	http://data.bnf.fr/ark:/12148/cb118634640		1 rue sainte Marguerite -  - 	STRASBOURG - 	France	67080	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESBW1QOF7X4	Institut de Formation en Soins Infirmiers de Carcassonne	Ecoles de formation spécialisée	http://www.ch-carcassonne.fr/ifsi.html			IFSI-CH Antoine Gayraud - Route de Saint Hilaire - 	CARCASSONNE - 	France	11890	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES1QM2KBCI9	EHESS Ecole des Hautes Etudes en Sciences Sociales	Grands établissements publics	http://www.ehess.fr	http://data.bnf.fr/ark:/12148/cb118634582		190-198 avenue de France -  - 	PARIS - Cedex 13	France	75244	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES4HZA1LACI	EHESP Ecole des hautes études en santé publique	Ecoles de formation spécialisée	http://www.ehesp.fr	http://data.bnf.fr/ark:/12148/cb159199081		Avenue du professeur Léon Bernard   -  - 	RENNES - Cedex 1	France	35043	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES94X5OS525	Ecole Supérieure de Commerce et Management - ESCEM	Ecoles de management	pas trouvé	http://data.bnf.fr/ark:/12148/cb13751865v		11, rue de l'Ancienne Comédie -  - BP 5	POITIERS - 	France	86000	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESCLYCPWA1G	École Polytechnique	Ecoles d'ingénieurs	http://https://www.polytechnique.edu	http://data.bnf.fr/ark:/12148/cb11863505r		Route de Saclay -  - 	PALAISEAU  - Cedex 1	France	91128	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESB5ZNZGLK4	Ecole Normale Supérieure Paris	Grands établissements publics	http://www.ens.fr	http://data.bnf.fr/ark:/12148/cb122897952		45, rue d'Ulm -  - 	PARIS - Cedex 5	France	75230	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESEBZ3LAUJ4	ENISE - Ecole Nationale d'Ingénieurs de Saint-Etienne	Ecoles d'ingénieurs	www.enise.fr			58 rue Jean Parot -  - 	ST-ETIENNE - Cedex 2	France	42023	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES1IQI3JBHT	Ecole normale supérieure de Rennes	EPIC/EPST	www.ens-rennes.fr/			Avenue Robert Schuman - Campus de Ker Lann - 	BRUZ - 	France	35170	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES8XRI3652D	Ecole Supérieure du bois	Ecoles d'ingénieurs	http://www.ecoledubois.fr	http://data.bnf.fr/ark:/12148/cb11988824n		rue christian Pauc -  - BP 10605	NANTES - Cedex 3	France	44306	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES5SGDMDIRE	ECOLE NATIONALE VETERINAIRE D'ALFORT	Ecoles de formation spécialisée	http://www.vet-alfort.fr	http://data.bnf.fr/ark:/12148/cb12150354d		7, Avenue du Général de Gaulle -  - 	MAISONS-ALFORT - 	France	94704	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES2MG81A1ZR	Ecole Nationale Supérieure des Mines de Saint-Etienne	Ecoles d'ingénieurs	www.mines-stetienne.fr	http://data.bnf.fr/ark:/12148/cb11433257v		158, cours Fauriel -  - 	SAINT-ÉTIENNE CEDEX 2 - 	France	42023	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES5TNB2GIJU	Ecole Nationale Supérieure de Mécanique et des Microtechniques	Ecoles d'ingénieurs	http://www.ens2m.fr	http://data.bnf.fr/ark:/12148/cb118634869		26 RUE DE L'EPITAPHE -  - 	BESANCON CEDEX - 	France	25030	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES7W1CEV1UZ	Université Paris-Est Marne-la-Vallée	Enseignement Supérieur et Recherche	http://www.u-pem.fr	http://data.bnf.fr/ark:/12148/cb12215903q		5 boulevard Descartes - Cité Descartes - Champs-sur-Marne -  - 	MARNE-LA-VALLÉE - Cedex 2	France	77454	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESH5C8WV3OS	Université Paris 8 Vincennes-Saint-Denis	Universités	https://www.univ-paris8.fr	http://data.bnf.fr/ark:/12148/cb11865741n		2 rue de la Liberté -  - 	SAINT DENIS - 	France	93200	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESA894QS1BD	Ecole Nationale Supérieure d'Architecture de Toulouse	Enseignement Supérieur et Recherche	www.toulouse.archi.fr			83 rue Aristide Maillol -  - BP 10629	TOULOUSE - Cedex 1	France	31106	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES5TEEBNHBM	Ecole Nationale Supérieure d'Architecture de Saint-Etienne	Enseignement Supérieur et Recherche	www.st-etienne.archi.fr			1 rue Buisson -  - 	SAINT -ETIENNE - Cedex 1	France	42003	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESF4P9I44D4	Bibliothèque Mazarine	Grands établissements publics	http://www.bibliotheque-mazarine.fr	http://data.bnf.fr/ark:/12148/cb11885481g		23 quai de Conti -  - 	PARIS - 	France	75006	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABESCEEK7GEWE	ESC Ecole Supérieure de Commerce de Rennes	Ecoles de management	http://www.esc-rennes.fr	http://data.bnf.fr/ark:/12148/cb12229110z		2 rue Robert d'Arbrissel -  - CS 76522	RENNES - 	France	35065	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
uid:/ABES3YCF38DVK	Ecole des Mines de Douai	Ecoles d'ingénieurs	www.mines-douai.fr			941, rue Charles Bourseul -  - BP 10838	DOUAI - 	France	59508	Jeu des ayants-droits	Jeu des ayants-droits à l'usage d'ISTEX. Ces données ont été transmises par l'ABES et ont été alignées avec les données issues de data.bnf.fr	https://docs.google.com/drawings/d/e/2PACX-1vRZCzVhwfi1r-MhkNOt1BH0oCk9gcNn5zA6RN-IUCh91RVyyINPEAbZU8PzrrtQcw_NUT17Lqku8miX/pub?w=960&h=720	ISTEX	Lodex team	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX. Comme les métadonnées ISTEX, elles sont placées sous le régime de la licence ouverte/open licence EtalabSource de la licence		http://www.istex.fr/wp-content/uploads/2015/02/2015_Licence-type-ISTEX.pdf	2017/08/30	2017/08/30
