uri	Nom de la catégorie	Source de la catégorie	Libellé en français	Description	Est tête d'arborescence	Terme Générique	Terme Spécifique	Cet item dans catégorie INIST	Cette ressource dans ISTEX	Nom du jeu de données	Description du jeu de données	Modèle conceptuel	Créateur	Editeur	Date de Création	Licence	Site de la licence
ark:/67375/Q4W-Q8CH39W4-P	Food Science	http://www.science-metrix.com/fr/classification	Sciences des aliments	La science alimentaire est la science appliquée consacré à l'étude de la nourriture . 		Agriculture, Fisheries & Forestry		https://inist-category.data.istex.fr/ark:/67375/RZL-ZGT62L3M-Q	"categories.scienceMetrix.raw:(""food science"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-BVC94B1Z-X	Marketing	http://www.science-metrix.com/fr/classification	Marketing			Economics & Business			"categories.scienceMetrix.raw:(""marketing"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-CQCLLXWZ-Z	Applied Sciences	http://www.science-metrix.com/fr/classification	Sciences appliquées	Les sciences appliquées sont les sciences visant en premier lieu à la réalisation d'un objectif pratique, notamment par l'application des enseignements tirés des sciences fondamentales, qui elles visent en premier lieu à élucider certaines questions concernant le monde et à progresser dans sa connaissance.	Catégorie  Sciences Metrics			https://inist-category.data.istex.fr/ark:/67375/RZL-7FNB76DG-Z	"categories.scienceMetrix.raw:(""applied sciences"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-9J92X46B-Q	Oceanography	http://www.science-metrix.com/fr/classification	Océanographie	L’océanographie, néologisme formé en 1854 en Autriche du mot « Ozean », océan accolé d'une terminaison « graphie», tirée du grec γράφειν / gráphein écrire, mais indiquant dans le jargon géographique une description scientifique, nomme l'étude des océans et des mers de la planète Terre. Un premier congrès en 1871 et l'expédition Challenger accomplie entre 1872 et 1876 concrétisent la naissance de cette discipline et en popularise rapidement et le nom et les premières avancées auprès du public amateur. 		Earth & Environmental Sciences		https://inist-category.data.istex.fr/ark:/67375/RZL-3PHG099B-X	"categories.scienceMetrix.raw:(""oceanography"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-7G5DGN64-6	Epidemiology	http://www.science-metrix.com/fr/classification	Épidémiologie	L'épidémiologie est l'étude des facteurs influant sur la santé et les maladies de populations. Il s'agit d'une discipline qui se rapporte à la répartition, à la fréquence et à la gravité des états pathologiques. 		Public Health & Health Services		https://inist-category.data.istex.fr/ark:/67375/RZL-S1PZL8XH-8	"categories.scienceMetrix.raw:(""epidemiology"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-7RM0WDX7-1	Marine Biology & Hydrobiology	http://www.science-metrix.com/fr/classification	Biologie marine et hydrobiologie	1) La biologie marine est l'étude scientifique des organismes marins ou d’organismes reliés à l'eau. 2) L'hydrobiologie est la science de la vie et des processus vitaux de l'eau.  		Biology		https://inist-category.data.istex.fr/ark:/67375/RZL-P2MZCDKR-K	"categories.scienceMetrix.raw:(""marine biology & hydrobiology"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-3JBJPK02-N	General Clinical Medicine	http://www.science-metrix.com/fr/classification	Médecine clinique, général	La médecine clinique (étymologiquement du latin clinice, « médecine exercée près du lit du malade ») est l'étude et le traitement des maladies directement au chevet du patient1. Elle vise à l'établissement dudiagnostic par la pratique de l'examen clinique c'est-à-dire l'interrogatoire et l'observation. 		Clinical Medicine		https://inist-category.data.istex.fr/ark:/67375/RZL-MXP8RKNR-0	"categories.scienceMetrix.raw:(""general clinical medicine"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-40W6ZQFX-1	Urology & Nephrology	http://www.science-metrix.com/fr/classification	Urologie et Néphrologie	L’urologie (du grec ancien οὖρον oûron, signifiant « urine », « liquide séminal ») est le domaine de la médecine qui s'applique aux reins, aux voies urinaires des hommes et des femmes, au système reproducteur masculin (appareil uro-génital masculin) et aux glandes surrénales. La néphrologie est la spécialité médicale visant à prévenir, diagnostiquer et soigner les maladies des reins. Elle est différente de l'urologie, spécialité chirurgicale s'intéressant à l'appareil génital masculin et à l'ensemble du système urinaire (reins, uretères, vessie, prostate, urètre). 		Clinical Medicine		https://inist-category.data.istex.fr/ark:/67375/RZL-6GFHW14C-5	"categories.scienceMetrix.raw:(""urology & nephrology"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-R3DJFL2W-D	General Arts, Humanities & Social Sciences	http://www.science-metrix.com/fr/classification	Arts et sciences humaines et sociales, général			General	General Arts, Humanities & Social Sciences	https://inist-category.data.istex.fr/ark:/67375/RZL-CQZJ2R3W-2	"categories.scienceMetrix.raw:(""general arts, humanities & social sciences"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-BQXKZ918-6	Information Systems	http://www.science-metrix.com/fr/classification	Systèmes informatiques			Information & Communication Technologies		https://inist-category.data.istex.fr/ark:/67375/RZL-63KBX1T4-5	"categories.scienceMetrix.raw:(""information systems"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-RCGB9Z43-0	Applied Physics	http://www.science-metrix.com/fr/classification	Physique appliquée	La physique appliquée est la branche de la physique qui s'intéresse à l'étude de ses applications industrielles, notamment du point de vue de l'équipement dans les secteurs primaires et secondaires (moteur, machine d'usinage, transformateur, poste de soudage...). 		Physics & Astronomy		https://inist-category.data.istex.fr/ark:/67375/RZL-7FNB76DG-Z	"categories.scienceMetrix.raw:(""applied physics"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-QB0TL590-T	Ecology	http://www.science-metrix.com/fr/classification	Écologie	L'écologie, également connue sous les noms de bioécologie, bionomie ou science de l'environnement ou environnementale, est la science qui étudie les êtres vivants dans leur milieu et les interactions entre eux. 		Biology		https://inist-category.data.istex.fr/ark:/67375/RZL-TKC3HZHS-M	"categories.scienceMetrix.raw:(""ecology"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-VQXXL464-N	Communication & Textual Studies	http://www.science-metrix.com/fr/classification	Communication & études textuelles			Arts & Humanities	Communication & Media Studies ; Languages & Linguistics ; Literary Studies ; Historical Studies ; Anthropology ; Archaeology ; Classics ; History ; History of Science, Technology & Medicine ; History of Social Sciences		"categories.scienceMetrix.raw:(""communication & textual studies"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-QWDP9ZPH-L	Visual & Performing Arts	http://www.science-metrix.com/fr/classification	Arts visuels & arts du spectacle			Arts & Humanities		https://inist-category.data.istex.fr/ark:/67375/RZL-LQTWLQ2W-2	"categories.scienceMetrix.raw:(""visual & performing arts"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-RT3S5JC8-L	Mechanical Engineering & Transports	http://www.science-metrix.com/fr/classification	Génie mécanique et des transports	Le génie mécanique désigne l'ensemble des connaissances liées à la mécanique, au sens physique (sciences des mouvements) et au sens technique (étude des mécanismes). Ce champ de connaissances va de la conception d'un produit mécanique au recyclage de ce dernier en passant par la fabrication, la maintenance, etc. 		Engineering		https://inist-category.data.istex.fr/ark:/67375/RZL-CVVP3S42-C	"categories.scienceMetrix.raw:(""mechanical engineering & transports"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-KNRLMG35-L	Economics	http://www.science-metrix.com/fr/classification	Économie	L’économie (du grec ancien οἰκονομία / oikonomía : « administration d'un foyer ») est une activité humaine qui consiste en la production, la distribution, l'échange et la consommation de biens et de services. 		Economics & Business			"categories.scienceMetrix.raw:(""economics"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-1CLWV5BQ-Z	Microscopy	http://www.science-metrix.com/fr/classification	Microscopie	La microscopie est un ensemble de techniques d'imagerie des objets de petites dimensions.		Anatomy & Morphology		https://inist-category.data.istex.fr/ark:/67375/RZL-TMMG3TZR-1	"categories.scienceMetrix.raw:(""microscopy"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-DLZ9092F-7	Accounting	http://www.science-metrix.com/fr/classification	Comptabilité	La comptabilité est une discipline pratique, consistant à schématiser, répertorier et enregistrer les données chiffrées permettant de refléter et de qualifier, pour un agent ou une entité, aussi bien l'ampleur de son activité économique que ses conséquences sur l'inventaire de son patrimoine. 		Economics & Business			"categories.scienceMetrix.raw:(""accounting"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-QKPB10GQ-D	Toxicology	http://www.science-metrix.com/fr/classification	Toxicologie	La toxicologie est une discipline scientifique qui étudie les effets néfastes d'une source — molécule, radiation, nanomatériaux, etc. — sur des organismes ou des systèmes biologiques. Elle est à l'interface entre plusieurs disciplines — chimie, physiopathologie, pharmacocinétique, pharmacologie, médecine, etc. —, la toxicologie s'applique à un toxique ou une association comme un produit fini qui contient plusieurs constituants. 		Anatomy & Morphology		https://inist-category.data.istex.fr/ark:/67375/RZL-TV70PFT8-K	"categories.scienceMetrix.raw:(""toxicology"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-241QVQXX-T	Urban & Regional Planning	http://www.science-metrix.com/fr/classification	Urbanisme et sciences régionales	L’urbanisme est à la fois un champ disciplinaire et un champ professionnel recouvrant l'étude du phénomène urbain, l'action d'urbanisation et l'organisation de la ville et de ses territoires. Les personnes qui exercent ce métier sont des urbanistes. Selon les traditions académiques, cette discipline est associée tantôt à l'architecture, tantôt à la géographie, selon l'aspect mis en avant, l'intervention urbaine ou l'étude théorique.		Built Environment & Design		https://inist-category.data.istex.fr/ark:/67375/RZL-0GLS0ZKS-L	"categories.scienceMetrix.raw:(""urban & regional planning"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-KBT96K8H-0	General	http://www.science-metrix.com/fr/classification	Général		Catégorie  Sciences Metrics				"categories.scienceMetrix.raw:(""general"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-4KVGJSC6-3	Music	http://www.science-metrix.com/fr/classification	Musique			Visual & Performing Arts		https://inist-category.data.istex.fr/ark:/67375/RZL-LQTWLQ2W-2	"categories.scienceMetrix.raw:(""music"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-NMQHGVQ1-D	Public Health & Health Services	http://www.science-metrix.com/fr/classification	Santé publique et services de santé			Health Sciences		https://inist-category.data.istex.fr/ark:/67375/RZL-S1PZL8XH-8	"categories.scienceMetrix.raw:(""public health & health services"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-18VC5BVP-6	Virology	http://www.science-metrix.com/fr/classification	Virologie	La virologie est l'étude des virus et des agents infectieux associés. Elle cherche à décrire leurs structures, évolutions, les mécanismes leur permettant d'infecter les cellules et de mettre à profit les mécanismes cellulaires pour se reproduire, afin de les classer. 		Anatomy & Morphology		https://inist-category.data.istex.fr/ark:/67375/RZL-HRV9MLJH-T	"categories.scienceMetrix.raw:(""virology"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-0PP3HSR9-5	Arthritis & Rheumatology	http://www.science-metrix.com/fr/classification	Arthrite et rhumatologie	La rhumatologie est une spécialité médicale qui s'intéresse au diagnostic et au traitement des maladies de l'appareil locomoteur, c'est-à-dire des maladies des os, des articulations, des muscles, des tendons et desligaments, mais les rhumatologues (médecins spécialisés en rhumatologie) soignent également certaines affections neurologiques périphériques comme la sciatique et surtout l'ensemble des rhumatismes inflammatoires, maladies auto-immunes qui peuvent avoir de nombreuses manifestations extra-articulaires : peau, yeux, reins, poumons, etc.		Clinical Medicine		https://inist-category.data.istex.fr/ark:/67375/RZL-Z9H1ZZBN-8	"categories.scienceMetrix.raw:(""arthritis & rheumatology"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-JGR033G4-0	Physics & Astronomy	http://www.science-metrix.com/fr/classification	Physique & astronomie			Natural Sciences	Acoustics ; Applied Physics ; Astronomy & Astrophysics ; Chemical Physics ; Fluids & Plasmas ; General Physics ; Mathematical Physics ; Nuclear & Particles Physics ; Optics	https://inist-category.data.istex.fr/ark:/67375/RZL-B16TKG6T-N	"categories.scienceMetrix.raw:(""physics & astronomy"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
ark:/67375/Q4W-29L2XG51-Z	Sport Sciences	http://www.science-metrix.com/fr/classification	Médecine sportive	La médecine du sport ou médecine sportive est la médecine spécialisée dans les différents aspects médicaux liés à la pratique du sport. Contrairement à des idées reçues, la médecine du sport n'est pas réservée aux pratiquants. 		Clinical Medicine		https://inist-category.data.istex.fr/ark:/67375/RZL-0S6MJD0H-7	"categories.scienceMetrix.raw:(""sport sciences"")"	Jeu de données catégories Science-Metrix	Ce jeu correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Science-Metrix. Ces catégories ont fait l'objet d'une structuration hiérarchique au format SKOS après enrichissement, et d'un alignement avec les catégories Inist.	https://docs.google.com/drawings/d/1DtaYjhujWku1bKoAHdcCez2DSzneDXTQz61mqQKMskA/pub?w=960&h=720	ISTEX	LODEX team	2017-06-09	Les données mise en ligne dans le cadre de cette expérimentation sont issues des métadonnées ISTEX.  Comme les métadonnées ISTEX, elles sont  placées sous le régime de la licence ouverte/open licence Etalab 	2017-06-09
